series.name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Ghana,GHA,948800000,2456149059,7734623516,9490300000,14650889046,16867293076,16490492419,15372216693,16857799270,17707821123,20746150000,23113029505,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Guinea,GIN,841270000,757558982.4,1144130000,1548550000,1527960000,2118190000,1995290000,2151588035,1895059688,2501349779,4694690000,4147590000,4127510000,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Guinea-Bissau,GNB,26100000,..,163401384.2,183791113.3,297902934.3,156272045.9,201167400.3,275820035.8,342254372.4,217860860,420601464,435717943.1,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Kenya,KEN,2233319708,2820573264,7567091068,9127273511,10241649596,11551867029,11311569609,11739483636,10688300102,10012330723,10589496845,11762840442,11708975335,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Lesotho,LSO,1098406180,823447242.7,1473695775,1667694489,1947847289,1631961137,1420121414,1378143166,1429130510,1473218343,1675425743,1859694462,1600475035,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Liberia,LBR,..,..,472179951.9,359227136,429916154.8,392831666.2,685831101.3,729050594.6,521250606.7,396899137.5,449760634.1,558810362.3,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Madagascar,MDG,485434272.4,845429804.8,1948966813,2169812773,2742814178,2860572800,3217527446,3531631983,3134914935,3362662430,4109243519,4399088831,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Malawi,MWI,452419764.1,470671484,1347809424,1224412685,1606032222,1384774826,1397594919,1645482136,1273525666,1184090201,1060738715,1129228608,1175203101,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Mali,MLI,442363483.4,663690655.1,2209636367,2508071132,2859037680,3427207600,3384088623,3329998679,3245427913,3379467906,3527907845,4360341647,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Mauritania,MRT,474475554.8,..,..,..,..,2911245203,2957487585,2235233800,1712105139,1729932286,2041282287,2224556822,2718350028,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Mauritius,MUS,1777849044,2671037914,4635071294,10188514295,6982937351,8047723491,12267887405,14388873283,13073248011,14022612302,17264237070,14267218689,13805296644,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Mozambique,MOZ,..,..,2909136158,2712929514,3668297743,4780705838,4902423091,4769209508,4248371050,3873911946,5548331613,6231596511,5909045675,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Namibia,NAM,1403420849,1611712808,3932201909,4915826341,5015066818,5222709243,4683828538,5200218016,4399954253,3996131442,4768195375,5295781221,4851005319,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Niger,NER,553196765.3,334506240,1190490813,1333042944,1435276334,1664662459,1820104646,1849816387,1423348849,1339612602,1548911712,1585171832,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Nigeria,NGA,14761462726,21183082283,59328527137,83697021546,1.03335E+11,99480314425,1.003E+11,86220193224,49978538839,39698282058,52416140930,68098854266,72294641796,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Rwanda,RWA,..,..,..,700367750.5,958462075.7,1117976700,1297116212,1328684474,1481857030,1543723940,2000511942,2061212563,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Sao Tome and Principe,STP,8140000,16828167.1,21256130.89,26209116.28,31209774.79,33957847.31,54439019.23,99600674.48,96916083.88,102843861,94784711.58,98258018.65,76504428.85,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Senegal,SEN,1536922946,1394953355,3299153088,3421347274,4060552765,4209570909,4494355539,4600793330,4303023449,4398393862,4928072070,5731176879,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Seychelles,SYC,233430861.4,491822324.1,853443701.2,850321188.5,952429512.3,1353186605,1491047536,1385889400,1314468480,1367178287,1578371415,1701804829,1658276211,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Sierra Leone,SLE,210347153.8,62469928.9,379563824.5,426525808.1,547665838.8,1242650111,1768464063,1510539945,787912859.1,938506901.4,770805212.5,768097820.3,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,South Africa,ZAF,27817695768,39506573038,87744964393,1.12387E+11,1.3217E+11,1.23784E+11,1.20214E+11,1.17905E+11,1.03939E+11,97001618420,1.0958E+11,1.17389E+11,1.12937E+11,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,South Sudan,SSD,..,..,..,..,..,..,..,3789118222,2534790000,1664022400,2621202000,3180630000,3088060000,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Sudan,SDN,511400000,1838700000,8617886466,11785001454,11039723502,5139579156,6056865355,6059926043,4911792486,4639355353,5884045887,5122821139,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Tanzania,TZA,544284950.8,1411301465,5313870733,6530087828,7582435545,8806682862,8589817853,8674632011,8849591099,8647523213,8481144054,8550198112,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Togo,TGO,695708767.3,457674386.3,1270069452,1397196921,2081735429,2004740893,2318817195,2144036489,1858822854,1856313433,1854325659,1954535857,..,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Uganda,UGA,177800000,716200000,3398399881,3528088786,4315617898,5010986453,4919480334,4933391166,4760867669,4860386267,5139610307,5675912013,6183096236,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Zambia,ZMB,1361900000,891370000,4905923151,8062708256,9430146357,10520978348,11606702753,11076961548,8231734363,7490084829,9153633486,10010121570,8307036759,..
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Zimbabwe,ZWE,2032673237,..,2001172416,3651600662,5095931941,4647509075,4390842279,4246621486,4174924986,4279921194,4945833668,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Angola,AGO,..,89.68583119,58.75730302,61.54311272,60.66994844,55.94013141,50.74708439,44.69503125,29.75459949,28.12448456,29.00410005,40.83628989,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Benin,BEN,19.18130301,20.60530255,19.92796684,23.07204807,20.8496515,23.89673687,27.57056532,31.43084112,24.72045121,27.60678807,27.20559478,27.29608879,29.63052719,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Botswana,BWA,55.05540706,51.83181007,34.80094895,43.63546441,49.95053503,49.25074438,61.52261966,58.46689464,49.81552898,52.5612058,39.67022693,40.33770861,33.5876396,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Burkina Faso,BFA,10.96669141,8.844717485,13.78897086,20.51584886,26.19550052,26.59808542,27.07698545,26.93200415,26.10764554,25.93779648,26.32005999,27.84875588,27.73032252,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Burundi,BDI,7.872992294,6.318970594,6.600000274,9.700001639,8.800000284,9.700000891,9.1,7.603418782,5.732968591,6.65258895,7.4447026,9.401038141,9.131191569,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cabo Verde,CPV,17.13196947,27.00721854,31.07745164,32.67031806,35.51923974,40.43180426,40.49244284,40.36113969,44.90744231,44.229689,45.92281296,49.23106403,50.86442617,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cameroon,CMR,20.1829144,25.90820941,21.40326478,22.17214409,25.93207364,26.11820061,25.56776428,24.93807419,22.25966622,19.23934954,18.58391647,19.31371409,16.55722825,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Central African Republic,CAF,17.06746887,20.37221359,9.841649902,11.62580107,13.1278201,11.550133,14.97295479,16.67578759,17.06766062,14.82187966,17.25977376,18.88362441,18.65532802,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Chad,TCD,13.48020825,16.89009643,35.13835288,36.8456059,38.87725693,38.46805422,33.56559167,34.16136289,30.00176089,26.29503676,33.87296248,36.19068245,36.74225344,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Comoros,COM,8.836453792,8.836314059,9.311938672,9.638904635,9.956415447,8.945869239,9.048387214,9.676472177,10.13619831,10.67289558,11.90131645,13.24797641,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Congo, Dem. Rep.",COD,..,11.44961203,26.81378781,41.11115415,39.51561667,30.80300902,36.44586131,36.83218885,27.7255678,23.9564422,35.25052218,34.337565,32.06549441,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Congo, Rep.",COG,51.77735958,80.29714722,70.41797712,85.11967006,87.28305094,83.77514731,76.5324601,72.98675034,69.27556739,66.46572105,90.7831728,97.8238691,77.44773364,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cote d'Ivoire,CIV,31.68987467,40.78102913,50.85444236,50.63264302,53.8199572,48.9288579,41.53105069,39.27465106,27.35560794,24.59506751,24.92012188,22.59613885,23.51133843,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Equatorial Guinea,GNQ,..,..,74.34220994,85.7584332,75.09531266,71.90499182,67.65331666,65.9632886,56.65847382,51.41282994,58.86310521,58.81232298,55.13387379,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eritrea,ERI,..,9.670620594,4.528623859,6.378376598,18.15483726,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eswatini,SWZ,59.02125235,71.2690588,49.58773038,46.47294887,34.82774758,36.69207604,40.53346011,43.86099779,42.95703846,43.77500115,43.07533549,40.50137274,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ethiopia,ETH,..,..,..,..,16.6868532,13.7672982,12.48407356,11.64161991,9.363313597,7.812080503,7.629368622,8.372675866,7.916147885,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Gabon,GAB,46.03850426,69.03217671,52.17173218,57.66349238,61.74437213,60.95034144,57.35740588,44.52089239,46.0320085,44.03534729,50.22675397,50.53651299,51.37825741,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Gambia, The",GMB,59.90273626,25.79867432,15.74610753,14.66781488,16.85940447,19.84168223,19.18178348,19.81520647,16.26805616,16.43890352,22.49145686,21.85377844,21.34115279,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ghana,GHA,16.87789041,48.80225762,29.29186598,29.47671798,36.93660855,40.35921817,25.82937988,28.82108383,31.95879558,31.88067471,35.25800386,35.26433081,35.97678235,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea,GIN,31.0752358,24.52387304,22.51579108,30.34120398,32.60224123,33.1373916,26.47062065,26.68851014,21.49687039,29.21672239,44.36334281,44.68523091,42.27474768,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea-Bissau,GNB,9.935989367,21.75585741,18.84933774,14.90607945,25.6740075,15.47521335,18.2571916,20.20740014,27.54304392,26.5081143,27.77397262,25.33556797,23.49763888,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kenya,KEN,25.69260596,21.58757114,20.03262925,20.65698325,21.62597244,22.22735357,19.92539657,18.29698138,16.5735082,14.32720186,13.231964,13.17413956,12.03179759,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lesotho,LSO,..,..,43.94768547,41.48084024,46.94164281,40.99377686,37.39103728,37.25309471,42.66421405,44.70187211,45.5317481,49.72586344,43.63178661,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Liberia,LBR,..,31.37640732,15.26468326,19.13900901,21.80729775,32.91270489,34.57949136,28.43219148,19.46902738,21.41663407,24.28419199,26.01102941,28.72532815,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Madagascar,MDG,12.87027078,19.11966845,20.3758291,21.87438119,22.71963584,21.78068615,23.27216114,28.28190762,28.39063871,29.09256628,30.90263172,28.68196588,26.46460013,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malawi,MWI,23.78207431,25.60365248,20.02865348,22.7870608,20.77716728,26.20340149,35.65977381,33.70156796,29.15651988,32.96691831,29.16284408,30.88283803,31.00801491,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mali,MLI,15.65359181,22.47859046,21.71331369,22.83717018,22.72617792,27.85634001,24.94054027,22.55472374,24.04358438,23.45284809,22.19967673,24.3777652,23.01596844,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritania,MRT,36.17996812,25.51711571,37.2457483,45.73934811,50.1828097,48.26135521,45.54859921,37.38920072,33.82163668,31.92978159,39.0969244,39.26922063,41.84427852,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritius,MUS,64.95689655,61.09421485,47.67716859,51.23767279,52.44414738,53.79216527,48.41741475,48.84610087,47.86224698,44.25034214,42.45178816,40.775188,39.17480071,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mozambique,MOZ,..,11.42973012,27.1009153,28.45834289,30.09825026,28.8839773,26.74393599,31.28403958,31.07817138,33.54531717,38.57905103,47.7612389,38.02763213,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Namibia,NAM,43.6258335,41.67385161,52.34676072,47.7572842,45.52615623,43.41161376,37.55660006,39.25414728,35.55666048,35.17382502,34.02558823,36.34458149,35.81001788,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Niger,NER,14.96645887,14.32641429,15.06826892,16.31972429,15.41305421,16.21458219,17.092949,16.02014244,13.65039753,11.96005048,12.79931337,11.31161314,11.73542198,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nigeria,NGA,20.97477285,36.02326561,18.63034142,25.6606113,31.61694021,31.54658773,18.04990659,18.43512606,10.66630962,9.218109698,13.1715621,15.49688918,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Rwanda,RWA,5.614609155,6.319784529,11.08425588,11.30600433,12.95692857,12.20038849,13.67906931,14.09652817,15.90755583,15.5617045,19.05113621,19.10126087,19.02497413,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Senegal,SEN,25.41053581,27.92511633,19.18345668,19.83132544,21.1858372,22.25665081,22.19574962,21.77829674,22.6771945,21.5608581,21.93008315,23.01475575,22.79262606,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Seychelles,SYC,15.32738549,75.47320183,107.9943545,93.79878086,95.76909594,99.32936015,90.81130469,88.01235891,81.09125813,80.7317764,88.63552424,84.10338141,68.89336367,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sierra Leone,SLE,34.6898949,18.13484356,13.49976875,16.79496682,16.26669339,32.90532706,28.62675705,30.76003938,19.36254453,24.91409326,26.05134736,17.46729933,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Somalia,SOM,9.786747186,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,23.49492091,27.15888005,27.91188817,28.61523338,30.46094059,29.72387936,30.97134112,31.46864521,30.15288833,30.580928,29.62766937,29.9070826,29.85383928,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Sudan,SSD,..,..,60.31431413,61.43448282,66.07612038,42.83205236,9.740757859,38.39161729,36.65134928,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sudan,SDN,4.021389103,15.98455706,15.96880633,17.13191034,14.32287012,9.219191688,8.840551866,8.149134476,8.182226163,9.828851762,9.691822255,10.24883513,12.62908644,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,12.62114885,10.80908776,18.19426583,19.60752874,21.63428233,22.37207068,19.012204,18.06920945,17.10491135,16.34997466,15.14027774,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,33.47388988,28.21746529,35.55195776,37.83837141,43.63564728,45.205361,46.47602396,39.71627313,35.84635669,35.17690237,33.11494611,31.31661694,29.63951621,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,7.240720859,10.65140929,18.76563568,13.93742633,12.96075281,15.61829331,16.6479441,15.07033501,12.98253067,12.52869204,16.66112942,15.15979419,19.36610935,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,..,23.92386083,29.25099767,37.02593331,40.47122267,40.08291099,40.48277477,38.82240606,37.13971093,35.32466329,34.99288924,36.98316553,35.02139052,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,22.86684557,38.15975456,19.47749803,29.64089522,34.80080156,25.1632537,21.98775864,20.93014592,19.16017579,19.94353155,19.6580228,19.0006092,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Angola,AGO,7.065059828,20.61687532,8.475784379,4.44492698,4.176287134,5.834014005,6.988660768,10.44688573,15.58056078,25.00734323,14.68303613,17.60619458,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Benin,BEN,8.910229459,12.83505908,2.502477647,2.240107083,2.396537434,2.815773241,3.05197576,2.463236688,3.566982508,4.150333623,3.929567816,7.755811438,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Botswana,BWA,4.34041727,2.001796065,1.010105781,1.345557906,0.975630427,0.732430815,2.037145113,0.582908484,2.088280327,1.885943412,2.404592369,2.285213941,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Burkina Faso,BFA,7.804257306,18.44807839,3.823792512,2.473389622,2.312921363,2.093886587,2.398574337,2.743577225,3.847454681,3.516356458,3.435379743,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Burundi,BDI,41.67552981,34.83635962,16.48222085,2.328103369,4.207055728,8.867550361,13.55919784,13.56253692,13.91849467,16.01913601,14.03550604,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Cabo Verde,CPV,8.888550746,11.07847963,5.742147124,5.558496632,4.944236359,4.595052932,4.633281171,4.830193165,6.295109275,5.969561263,6.004209661,5.565449867,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Cameroon,CMR,13.00222893,14.29252779,2.605051525,2.631390489,2.499874137,1.546055314,1.85619066,5.580274331,6.016965678,8.363995802,6.584707609,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Central African Republic,CAF,12.49365891,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Chad,TCD,3.70955391,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Comoros,COM,2.514757935,..,14.66925821,4.741308864,3.810190699,13.19793335,0.54158842,0.647556119,7.385614567,3.540576157,1.922247893,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,"Congo, Dem. Rep.",COD,..,..,12.34597292,3.061138389,2.446625911,3.05352464,3.287230541,3.211411662,3.655941428,4.026692495,3.392157371,2.342621333,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,"Congo, Rep.",COG,31.37774905,0.559970691,2.823601357,1.55004131,1.164427962,1.612005895,3.132041226,3.165755864,4.305708139,3.177559487,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Cote d'Ivoire,CIV,19.06143005,15.84825274,7.328543676,3.969113912,3.1287612,2.439979727,4.049360251,4.265419532,3.571474268,9.167490661,14.18823777,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Eritrea,ERI,..,3.593936245,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Eswatini,SWZ,5.339498417,2.182211643,2.645346566,2.263127173,2.721654249,2.349448147,1.845563087,1.664206497,1.711396398,2.194997578,2.015675929,2.234193649,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Ethiopia,ETH,37.64597416,13.63169856,2.783139527,3.708921576,5.867338849,7.05178429,10.67245226,11.81546488,17.11220549,20.45823934,20.59045976,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Gabon,GAB,4.755039433,9.227935585,5.979392076,4.600480596,3.749184602,3.994029533,11.82726854,4.931834333,7.619385785,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,"Gambia, The",GMB,21.78577895,..,6.719642864,8.412666977,10.30525625,9.308273783,10.84683853,17.55247218,14.36752567,15.25105334,16.71859736,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Ghana,GHA,36.4502791,16.95592922,2.879871675,2.818895871,2.197546512,2.683427321,3.867756832,4.79807926,5.620202673,8.248706644,9.047324762,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Guinea,GIN,19.68987264,18.74892151,12.54202857,6.475770508,12.98479359,8.163477644,4.319540874,3.727929645,5.532486315,3.091791482,1.873525008,2.066024635,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Guinea-Bissau,GNB,22.09854291,..,6.201112279,9.479200322,1.713025288,4.410848122,0.760885659,1.204692433,0.936287615,3.136010801,1.897008352,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Kenya,KEN,28.58134191,17.30217456,4.830049028,4.130067104,4.008804123,4.522270569,4.565700579,11.13997677,6.837453911,8.266512039,12.29922815,20.12849808,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Lesotho,LSO,4.159669885,7.473272155,2.595960024,2.092169527,2.090853597,2.440427637,2.938821399,3.086664183,3.687324848,4.202592696,3.660306151,3.55189217,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Liberia,LBR,..,..,5.811780845,1.709978613,0.746069405,1.172844095,0.937120231,2.400802034,7.933079898,1.237830732,1.263931738,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Madagascar,MDG,44.35438539,12.86254666,2.200635476,2.585830271,1.66166796,2.319522163,2.148104974,2.685640816,4.356905308,3.302325306,3.06652571,2.483825399,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Malawi,MWI,28.03133692,12.89867081,2.828179155,1.640511098,1.378798639,2.033799999,3.134194034,4.089086851,4.529908342,6.121291483,5.619637831,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mali,MLI,14.65541713,12.91340716,3.085762514,2.446931426,2.342170045,1.751962595,2.988201887,2.970191602,3.249240181,3.525035139,4.310311612,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mauritania,MRT,28.78255508,..,4.71178309,4.880349098,3.979193731,5.126882662,5.731529098,10.81147255,14.02429317,14.9063771,15.58835019,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mauritius,MUS,7.256242843,16.37841194,2.268326909,0.84986268,1.342000374,1.053247648,0.698610576,0.958427161,0.908076452,0.989703907,1.585502662,1.257746317,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mozambique,MOZ,17.29694249,8.050241056,1.462678802,3.468764961,2.263750246,2.126165195,3.923103986,5.75034156,10.76268893,11.33780931,8.169702247,8.938877494,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Niger,NER,6.594211768,6.821550929,2.562852845,1.192367088,2.270000469,2.323005719,4.018165251,6.239012927,6.196188374,8.366416472,8.423775129,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Nigeria,NGA,22.25500477,8.205907668,0.728835762,0.376474562,0.34297151,0.253797072,0.395407897,0.311247904,0.776874854,0.901114956,0.657675523,1.919883633,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Rwanda,RWA,10.73720117,24.67351666,1.887160116,2.055989498,1.989541755,1.938591671,3.029293716,4.192886887,3.999581578,4.329436667,3.748921989,3.96207798,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Sao Tome and Principe,STP,28.71136364,20.46520681,9.883970939,5.68621881,4.658018233,33.10088828,10.8167283,13.79962523,2.82954097,2.713240706,4.037342137,4.414213666,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Senegal,SEN,18.28094625,14.77852625,4.229334002,4.372045122,6.175944162,5.543329261,5.740375899,5.348251073,6.3456834,6.874083381,9.661875003,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Sierra Leone,SLE,10.11749944,75.65657258,2.040543461,2.681674985,3.35217682,1.650945468,1.364399215,2.301061023,6.570325754,3.642526554,6.567484506,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
