Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Equatorial Guinea,GNQ,..,..,74.342209937853,85.7584331985967,75.0953126572332,71.9049918240751,67.6533166625479,65.9632885983728,56.6584738218082,51.4128299447575,58.8631052137026,58.8123229778632,55.1338737916344,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eritrea,ERI,..,9.67062059350866,4.52862385911089,6.37837659786896,18.1548372567671,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eswatini,SWZ,59.0212523525337,71.2690588001201,49.587730381143,46.472948865064,34.8277475773766,36.6920760426419,40.5334601143851,43.8609977942803,42.9570384552711,43.7750011522422,43.0753354942052,40.5013727443922,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ethiopia,ETH,..,..,..,..,16.6868531997337,13.7672981990263,12.484073558977,11.6416199095703,9.36331359735926,7.81208050267299,7.62936862241418,8.37267586646371,7.91614788539375,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Gabon,GAB,46.0385042576823,69.0321767086082,52.1717321839784,57.6634923763037,61.7443721274506,60.9503414381301,57.3574058813271,44.5208923945675,46.0320085043704,44.0353472921111,50.2267539725926,50.5365129884182,51.3782574064091,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Gambia, The",GMB,59.9027362567641,25.7986743189831,15.7461075261153,14.6678148782972,16.8594044684804,19.8416822348377,19.181783477508,19.8152064677567,16.2680561596378,16.4389035229297,22.4914568604804,21.8537784391164,21.3411527905055,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ghana,GHA,16.8778904107735,48.8022576190038,29.2918659785048,29.4767179831573,36.9366085502594,40.359218174037,25.8293798789968,28.8210838307751,31.9587955752985,31.8806747115398,35.2580038602957,35.2643308113466,35.9767823463246,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea,GIN,31.0752357966487,24.5238730443766,22.5157910775743,30.3412039763105,32.6022412272857,33.1373915984787,26.4706206459562,26.6885101438552,21.4968703899218,29.2167223928329,44.36334281114,44.6852309090909,42.2747476804433,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea-Bissau,GNB,9.93598936667604,21.7558574111665,18.8493377356219,14.906079450198,25.6740075016207,15.4752133462098,18.2571916032992,20.2074001359927,27.5430439150609,26.5081142999537,27.7739726207238,25.3355679656402,23.4976388828718,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kenya,KEN,25.6926059649364,21.5875711417625,20.0326292529074,20.6569832472743,21.6259724449116,22.2273535709525,19.9253965678206,18.2969813823187,16.5735082046997,14.3272018615618,13.2319639975409,13.1741395622945,12.0317975926968,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lesotho,LSO,..,..,43.9476854667548,41.4808402388398,46.9416428090371,40.9937768553294,37.3910372775637,37.253094713944,42.6642140455986,44.7018721068701,45.5317480989122,49.7258634356448,43.6317866078727,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Liberia,LBR,..,31.3764073226545,15.2646832579186,19.139009009009,21.8072977481234,32.9127048879089,34.5794913596348,28.432191475827,19.4690273843248,21.4166340739258,24.2841919916724,26.0110294117647,28.7253281457615,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Madagascar,MDG,12.8702707843026,19.1196684495627,20.3758290964931,21.8743811931344,22.7196358351714,21.7806861493841,23.2721611375908,28.2819076178619,28.3906387132497,29.0925662842404,30.9026317216231,28.6819658842325,26.4646001286681,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malawi,MWI,23.7820743067987,25.6036524824415,20.0286534750189,22.7870608045788,20.7771672832812,26.2034014933767,35.6597738142257,33.7015679642218,29.1565198766117,32.9669183147695,29.1628440790498,30.8828380313733,31.0080149065091,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mali,MLI,15.6535918082124,22.4785904568103,21.7133136937268,22.8371701772321,22.7261779161711,27.8563400059191,24.9405402656508,22.5547237407838,24.0435843785981,23.4528480850151,22.1996767330396,24.3777651967877,23.0159684430701,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritania,MRT,36.1799681233238,25.5171157140843,37.2457483029123,45.7393481127116,50.1828096997874,48.2613552096143,45.5485992122422,37.3892007219428,33.8216366847367,31.9297815882331,39.0969243966988,39.2692206292467,41.844278522493,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritius,MUS,64.9568965517241,61.094214849751,47.6771685929338,51.2376727919807,52.4441473837658,53.7921652730404,48.4174147482391,48.8461008718009,47.86224697665,44.2503421388566,42.451788163193,40.7751879996094,39.1748007077113,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mozambique,MOZ,..,11.4297301169242,27.1009153032402,28.4583428917857,30.0982502602008,28.8839772980214,26.7439359909392,31.2840395822831,31.0781713763781,33.5453171676439,38.5790510296602,47.7612389031649,38.027632132743,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Namibia,NAM,43.625833501553,41.6738516089444,52.3467607219445,47.7572842014059,45.5261562327989,43.4116137608521,37.5566000598847,39.2541472809469,35.5566604791162,35.1738250236797,34.0255882322787,36.3445814878856,35.8100178805176,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Niger,NER,14.9664588749372,14.3264142934781,15.0682689180355,16.3197242873722,15.4130542135096,16.2145821851413,17.0929490011883,16.0201424442671,13.6503975283458,11.9600504786566,12.7993133716797,11.3116131376858,11.7354219777829,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nigeria,NGA,20.9747728482485,36.0232656065616,18.6303414162071,25.660611295447,31.616940212958,31.5465877297917,18.0499065868891,18.4351260621597,10.6663096236472,9.21810969847623,13.1715621009489,15.4968891804996,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Rwanda,RWA,5.61460915538142,6.31978452859714,11.084255883041,11.3060043316079,12.9569285695178,12.2003884883281,13.6790693075314,14.0965281666103,15.907555834095,15.5617044954452,19.0511362144692,19.1012608732254,19.0249741261231,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Senegal,SEN,25.4105358069405,27.9251163321944,19.1834566835865,19.8313254385016,21.1858372002273,22.2566508105287,22.1957496213081,21.7782967413225,22.6771945016724,21.5608580962682,21.9300831477167,23.014755749472,22.7926260600831,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Seychelles,SYC,15.3273854913324,75.4732018330345,107.994354461112,93.7987808628791,95.769095938163,99.3293601451528,90.8113046867575,88.0123589116328,81.0912581270725,80.7317764024825,88.6355242354569,84.1033814092333,68.893363672875,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sierra Leone,SLE,34.6898949037465,18.1348435554968,13.4997687513892,16.7949668203799,16.2666933861058,32.9053270557266,28.6267570505226,30.7600393800619,19.3625445264294,24.9140932574707,26.051347364045,17.4672993262746,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Somalia,SOM,9.78674718576036,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,23.4949209120617,27.1588800453122,27.9118881737959,28.6152333781659,30.4609405932431,29.7238793583952,30.9713411232732,31.4686452082634,30.152888329641,30.5809279982382,29.6276693701772,29.9070826047072,29.8538392770199,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Sudan,SSD,..,..,60.3143141293906,61.4344828173072,66.0761203752424,42.8320523585268,9.74075785850552,38.3916172930278,36.6513492804707,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sudan,SDN,4.02138910265514,15.9845570577283,15.9688063277202,17.1319103375724,14.3228701158325,9.21919168780222,8.84055186639707,8.14913447604894,8.18222616311126,9.82885176193902,9.69182225518746,10.2488351280581,12.6290864428648,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,12.62114884801,10.8090877557931,18.194265831237,19.6075287369063,21.6342823273901,22.3720706818596,19.0122040044335,18.0692094479871,17.1049113506573,16.3499746553671,15.1402777418547,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,33.4738898770104,28.217465289608,35.5519577559882,37.8383714091408,43.6356472797553,45.2053609986539,46.4760239573026,39.7162731254092,35.8463566899441,35.1769023722748,33.1149461145157,31.3166169382988,29.6395162081885,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,7.2407208592859,10.651409293254,18.7656356822331,13.9374263279928,12.9607528135235,15.6182933125418,16.6479441004731,15.0703350100135,12.982530666936,12.5286920373364,16.6611294213088,15.1597941929555,19.366109345326,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,..,23.9238608307712,29.2509976693348,37.0259333072124,40.4712226732921,40.0829109943526,40.4827747706049,38.8224060600906,37.1397109278212,35.3246632928609,34.9928892391736,36.9831655315975,35.0213905218043,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,22.8668455706732,38.1597545550961,19.4774980342276,29.6408952151362,34.8008015617561,25.1632536958446,21.987758642545,20.9301459192706,19.1601757893503,19.9435315500903,19.6580228024512,19.0006091957775,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Angola,AGO,7.06505982762928,20.6168753180352,8.47578437869517,4.44492698043406,4.17628713359297,5.83401400482929,6.98866076795051,10.4468857340212,15.5805607805043,25.0073432320233,14.6830361263631,17.6061945842949,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Benin,BEN,8.91022945923323,12.8350590847929,2.50247764693694,2.24010708341851,2.39653743371804,2.81577324073418,3.05197575959923,2.46323668759117,3.56698250758306,4.15033362276765,3.92956781626349,7.75581143754411,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Botswana,BWA,4.34041726954126,2.00179606499067,1.01010578113154,1.34555790640146,0.975630427391151,0.732430815356275,2.03714511293561,0.582908483873715,2.08828032696467,1.88594341220683,2.404592368841,2.28521394105857,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Burkina Faso,BFA,7.80425730607188,18.4480783941929,3.82379251231856,2.47338962166739,2.31292136265935,2.09388658674855,2.39857433677063,2.7435772253996,3.84745468109987,3.51635645759867,3.43537974270483,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Burundi,BDI,41.6755298051624,34.8363596220474,16.4822208484971,2.32810336867458,4.20705572765574,8.86755036131289,13.5591978444016,13.5625369152769,13.9184946651241,16.0191360130376,14.0355060389818,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Cabo Verde,CPV,8.88855074637333,11.0784796322344,5.74214712365632,5.55849663223273,4.94423635915754,4.59505293219791,4.63328117084885,4.83019316515864,6.29510927500556,5.96956126313734,6.00420966062472,5.56544986658127,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Cameroon,CMR,13.0022289271631,14.2925277884702,2.60505152493777,2.63139048901464,2.49987413699107,1.54605531370638,1.8561906600686,5.58027433075259,6.01696567754248,8.36399580186642,6.58470760900568,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Central African Republic,CAF,12.4936589093978,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Chad,TCD,3.7095539101584,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Comoros,COM,2.51475793512729,..,14.669258206408,4.74130886443851,3.81019069924932,13.1979333484747,0.541588419712344,0.64755611917378,7.38561456678892,3.54057615744841,1.92224789300783,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,"Congo, Dem. Rep.",COD,..,..,12.3459729219917,3.06113838897115,2.44662591090759,3.05352464039058,3.28723054070434,3.21141166177262,3.65594142806125,4.02669249500668,3.39215737069107,2.34262133283726,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,"Congo, Rep.",COG,31.3777490463385,0.559970690572041,2.82360135690683,1.55004131019397,1.16442796151393,1.61200589509639,3.13204122573831,3.16575586382019,4.30570813913333,3.17755948730002,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Cote d'Ivoire,CIV,19.0614300490244,15.8482527415337,7.32854367643063,3.96911391240027,3.12876119997837,2.43997972682608,4.04936025052421,4.26541953161816,3.57147426808944,9.16749066107752,14.1882377722981,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Eritrea,ERI,..,3.59393624487437,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Eswatini,SWZ,5.33949841708569,2.18221164342712,2.64534656578008,2.26312717310804,2.72165424866858,2.34944814653022,1.84556308712958,1.66420649721168,1.71139639759226,2.19499757841215,2.01567592929872,2.2341936494968,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Ethiopia,ETH,37.6459741643541,13.6316985552788,2.78313952666124,3.70892157604662,5.86733884906177,7.0517842902165,10.67245225596,11.8154648845256,17.1122054857822,20.4582393368968,20.5904597622774,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Gabon,GAB,4.75503943316353,9.22793558487686,5.9793920759948,4.60048059551335,3.74918460188775,3.9940295327954,11.827268538359,4.93183433253721,7.61938578541481,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,"Gambia, The",GMB,21.785778948063,..,6.71964286416283,8.41266697717588,10.3052562529469,9.30827378335322,10.8468385260667,17.5524721827398,14.3675256741572,15.2510533376565,16.7185973587283,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Ghana,GHA,36.4502790999157,16.9559292186715,2.87987167502319,2.81889587052043,2.19754651198694,2.68342732097192,3.86775683155471,4.79807925976611,5.62020267304248,8.24870664352768,9.0473247624258,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Guinea,GIN,19.6898726449297,18.7489215094363,12.542028571928,6.47577050789448,12.9847935940731,8.16347764364859,4.3195408737577,3.72792964481302,5.53248631476459,3.09179148154559,1.87352500814754,2.06602463511124,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Guinea-Bissau,GNB,22.0985429118774,..,6.20111227918332,9.47920032224348,1.71302528839944,4.41084812167585,0.760885659091944,1.20469243300056,0.936287614813581,3.13601080065506,1.89700835167026,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Kenya,KEN,28.5813419110829,17.3021745578641,4.83004902840737,4.13006710422064,4.00880412271385,4.52227056858917,4.5657005793446,11.1399767676718,6.83745391119248,8.26651203859397,12.2992281515455,20.1284980827911,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Lesotho,LSO,4.15966988545244,7.47327215544411,2.59596002350365,2.09216952745051,2.09085359667524,2.44042763656672,2.93882139882607,3.08666418286414,3.6873248483909,4.20259269649049,3.66030615086849,3.5518921702091,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Liberia,LBR,..,..,5.81178084488622,1.70997861340934,0.746069405439398,1.17284409501421,0.937120230886139,2.40080203360054,7.93307989769607,1.23783073210749,1.26393173799969,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Madagascar,MDG,44.3543853904638,12.8625466574445,2.20063547550279,2.58583027091247,1.66166796014123,2.31952216348844,2.14810497362872,2.68564081587561,4.35690530766532,3.30232530608111,3.06652571040706,2.48382539895881,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Malawi,MWI,28.0313369246806,12.8986708054408,2.82817915504758,1.64051109799027,1.37879863909802,2.03379999887505,3.13419403388551,4.08908685067409,4.52990834160316,6.12129148297824,5.61963783128912,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mali,MLI,14.6554171255966,12.9134071634254,3.08576251376129,2.44693142568115,2.342170044612,1.75196259502388,2.9882018873436,2.97019160154085,3.24924018078581,3.52503513897374,4.31031161190508,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mauritania,MRT,28.7825550773423,..,4.71178308957952,4.88034909808343,3.97919373139107,5.12688266247739,5.73152909774993,10.8114725502866,14.0242931692306,14.9063771003282,15.5883501908191,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mauritius,MUS,7.25624284323884,16.3784119448173,2.26832690872435,0.849862679643212,1.34200037441445,1.05324764820972,0.698610576304517,0.958427160949777,0.908076452011033,0.989703906916697,1.5855026624822,1.25774631666364,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Mozambique,MOZ,17.2969424949967,8.05024105632887,1.46267880205793,3.46876496059152,2.26375024636103,2.1261651950867,3.92310398631022,5.75034156013955,10.7626889302152,11.3378093124002,8.16970224730825,8.9388774938156,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Niger,NER,6.59421176849636,6.82155092928002,2.56285284466219,1.19236708847134,2.2700004685345,2.32300571909816,4.01816525081581,6.23901292676616,6.19618837386339,8.3664164720381,8.42377512887769,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Nigeria,NGA,22.255004768733,8.20590766795106,0.728835761658637,0.376474561504795,0.342971510269006,0.253797071938164,0.395407897410353,0.311247904397572,0.776874854414366,0.901114956308496,0.657675523144692,1.91988363287957,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Rwanda,RWA,10.737201166699,24.6735166638235,1.88716011559098,2.05598949839474,1.98954175489573,1.93859167142643,3.02929371587623,4.19288688697768,3.9995815781365,4.32943666668737,3.74892198871791,3.96207797981018,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Sao Tome and Principe,STP,28.7113636363636,20.4652068138781,9.88397093907941,5.68621880984885,4.65801823253693,33.1008882791669,10.8167283015278,13.7996252250888,2.82954097017897,2.71324070560958,4.03734213703675,4.41421366648386,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Senegal,SEN,18.280946245733,14.7785262472895,4.22933400227694,4.37204512199075,6.17594416228167,5.54332926073144,5.7403758989829,5.34825107340101,6.34568339989361,6.87408338066162,9.66187500321284,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Sierra Leone,SLE,10.1174994352054,75.6565725817056,2.04054346072588,2.68167498521267,3.35217682042452,1.65094546839572,1.36439921502495,2.3010610227046,6.57032575412766,3.64252655441156,6.56748450579923,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,South Africa,ZAF,..,5.5967301931463,3.54715819524796,2.90019712260307,2.71138384499728,4.27134698649648,6.53727872302032,2.93548457295793,3.05306827987021,4.53370559361041,4.08136657180363,10.1757783446215,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Sudan,SDN,4.82234489636292,13.1788949529559,5.6963744337078,4.16364886245748,4.8097248741649,7.02836514699424,4.85684756835576,4.28122971220554,10.6248435869046,6.31217481323265,3.96873838290472,4.08588389684973,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Tanzania,TZA,31.2953544571693,11.2312048456707,1.04327447129642,1.3266364555115,0.989605442201288,0.922849634461306,2.36136233126213,2.05918183695257,2.8246583088994,5.58050893961966,6.53873901131741,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Togo,TGO,11.4780784656253,5.4652373347779,4.20124002707033,2.58200634324286,0.705166568741448,1.11197771940419,2.20440587471201,2.73650611408402,3.16589261637357,4.7336018426063,4.64491118167748,..,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Uganda,UGA,78.6351670416198,10.0030381038816,2.00527273093974,1.77014824150168,1.48160542747873,1.36411983025618,1.67314263533402,1.98292809349122,1.85134846884617,2.10514749410624,3.48369247767193,5.70826068952033,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Zambia,ZMB,14.5124022909171,18.5072680256235,1.51583650655024,0.757974132992051,0.791690481472629,1.44433974750833,2.12232031397595,1.87828023328222,4.2187555999549,7.23518897294243,6.1898160090165,8.01194237030965,..,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Zimbabwe,ZWE,19.5397451993943,..,0.762995305940982,0.571090875810136,0.443707026759065,0.610211133368613,2.7940591374259,3.2296279703995,3.72831305493605,5.58727012849016,2.79945648784498,1.69267730989608,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Angola,AGO,..,62.8612782697202,63.6888393251959,42.5805172359653,39.3125594147723,35.8599672014052,36.0648463922967,34.6378962589621,33.1339212916755,25.2456707179877,23.2527213968366,25.5417220484722,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Benin,BEN,26.5388791344867,26.742848952329,24.7746622235924,28.3588118822374,26.3673773087186,26.8399999121001,31.6296265138756,33.8374338168225,32.0358619739087,31.3801402666294,34.2710021762586,34.5486297289637,34.0508051209549,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Botswana,BWA,49.7919133338533,40.0929196197881,51.8850709578167,51.2643319117251,53.59504373108,61.4041519378693,61.0309390192371,55.4180497624764,56.1192417415927,44.2012171564438,35.9321799534028,39.1700588289988,40.5230023820302,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Burkina Faso,BFA,24.4559590282232,26.2782244851586,26.507012812169,28.5573896844031,31.3017525842237,34.6405225638741,36.9588658493908,31.8915583395886,32.9815357744638,32.0041617519911,32.6703300613532,31.8957282870793,32.4518206977286,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Burundi,BDI,27.7751472575537,16.234753894772,29.2000032854075,29.800003758426,34.2000025536135,33.9999881157879,37.5000131147541,34.1542733940916,26.8089855450836,25.0916348264004,26.9515346026704,29.8090049192121,32.7261686707375,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cabo Verde,CPV,68.8196145621406,60.5133898183652,56.9597835439037,61.7680279360714,64.3299102241692,59.8453375730436,54.846645937621,60.6853000599186,59.1586466717918,59.9621727248371,67.3803535416683,68.0436093688162,65.3501023993609,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cameroon,CMR,17.3135310413305,24.9446595523213,26.3692534204271,26.9517112187792,31.0042252700056,30.2689135533863,30.0377128740627,30.1267202884318,27.6095407796239,23.9651683823871,22.606050472436,23.6975689193905,23.9966836023874,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Central African Republic,CAF,25.8755146524582,25.2875684031294,21.6525965878002,22.8046808823724,21.3477982341308,21.5093155924689,23.4263327799409,36.4193044299887,36.0774871532986,35.7087643640963,39.8837719516938,46.9800224539673,47.4798024232916,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Chad,TCD,27.9068151919115,34.6810755816349,41.971111486519,43.5451033857492,41.8038179616174,42.1075654679737,39.0833240894528,42.4651602793754,36.5624034599938,37.001888368984,39.7020456976579,38.0140712835805,37.8282721194732,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Comoros,COM,26.9205779259639,26.9211644879301,28.5849836533764,29.9112323303071,30.0445801391608,31.8645496987023,30.1949080601823,29.5593510181742,27.6687537644801,26.4599841389376,28.2630424728857,29.8465449183026,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Dem. Rep.",COD,..,15.5647908914142,36.1330915534003,49.6364561403106,45.6825275271794,37.548702379881,41.0200838366321,41.8579612751483,31.6068631633129,31.9687680611657,39.0408574385095,37.9520107409958,35.2217837189832,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Rep.",COG,19.0419947506562,43.6127371864776,50.2054222829147,54.6979289675676,57.8357283102356,60.329267527754,66.0719813006917,70.2526329124687,96.3702955606306,85.6766247406842,62.9177990995245,57.4637524086417,34.8031290451671,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cote d'Ivoire,CIV,27.1116209401211,33.8567751111167,39.9247873686047,43.3267911984716,37.3348739882929,44.7456178722771,38.5957789448871,34.3705971529814,25.360174849508,22.9205350403678,23.6206564444479,23.0795621120918,22.0857409934102,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Equatorial Guinea,GNQ,..,..,47.8698671729483,58.9097918026514,39.2820339781207,44.7704306482886,39.239968263518,38.4159100730149,42.2195853462674,41.1879007790367,43.5651530381,45.7022787638516,52.2474412398967,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Eritrea,ERI,..,58.2107413330059,23.443517755704,31.0930888587001,29.2389528621013,..,..,..,..,..,..,..,..,..
